Order_ID,Order_Date,Customer_ID,Region,City,Store,Sales_Channel,Category,Product,Quantity,Unit_Price,Discount_Percent,Discount_Amount,Sales,Cost,Profit,Payment_Method,Customer_Type,Salesperson
ORD-05558,2025-04-26,CUST-00286,West,Ahmedabad,Store E,Store,Electronics,Laptop,4,78260.17,10,31304.07,281736.61,195463.76,86272.85,UPI,New,SP-011
ORD-08031,2025-04-26,CUST-02305,South,Kochi,Store D,Online,Home Appliances,Washing Machine,2,39512.56,5,3951.26,75073.86,54695.64,20378.23,Credit Card,Loyal,SP-021
ORD-04042,2025-04-26,CUST-00489,Central,Nagpur,Store A,Store,Home Appliances,Vacuum Cleaner,5,9458.89,20,9458.89,37835.56,29228.04,8607.52,Credit Card,New,SP-011
ORD-04942,2025-04-26,CUST-00048,South,Bengaluru,Store E,Store,Grocery,Beverages,2,347.24,10,69.45,625.03,462.45,162.58,Debit Card,New,SP-001
ORD-09423,2025-04-26,CUST-00235,Central,Raipur,Store C,Online,Clothing,Dress,2,2120.94,20,848.38,3393.5,2685.3,708.21,Debit Card,Loyal,SP-003
ORD-07777,2025-04-26,CUST-00010,East,Patna,Store C,Store,Electronics,Laptop,1,89691.02,10,8969.1,80721.92,67797.87,12924.05,Debit Card,Loyal,SP-027
ORD-02305,2025-04-26,CUST-01227,West,Mumbai,Store B,Online,Clothing,Jacket,1,4167.26,10,416.73,3750.53,3145.27,605.26,Debit Card,New,SP-020
ORD-05658,2025-04-26,CUST-00478,Central,Indore,Store F,Store,Electronics,Smartphone,4,36017.52,10,14407.01,129663.07,86084.65,43578.42,UPI,Returning,SP-007
ORD-05971,2025-04-26,CUST-00934,West,Pune,Store B,Store,Clothing,Jacket,1,2258.66,10,225.87,2032.79,1407.49,625.3,Net Banking,Loyal,SP-008
ORD-06580,2025-04-26,CUST-00031,North,Jaipur,Store D,Store,Electronics,Tablet,3,22299.55,5,3344.93,63553.72,47647.64,15906.08,Cash,New,SP-007
ORD-06573,2025-04-26,CUST-02067,Central,Bhopal,Store A,Store,Grocery,Tea,1,143.53,10,14.35,129.18,95.17,34.01,UPI,Returning,SP-002
ORD-05173,2025-04-26,CUST-02254,West,Ahmedabad,Store E,Store,Grocery,Snacks,2,274.61,20,109.84,439.38,291.61,147.77,UPI,New,SP-019
ORD-04110,2025-04-26,CUST-01782,Central,Nagpur,Store B,Store,Electronics,Smartphone,1,37704.8,15,5655.72,32049.08,24472.0,7577.08,Cash,Loyal,SP-026
ORD-03532,2025-04-26,CUST-01607,West,Surat,Store B,Online,Home Appliances,Vacuum Cleaner,3,8067.04,20,4840.22,19360.9,15628.74,3732.15,Cash,Returning,SP-008
ORD-09091,2025-04-26,CUST-01441,North,Jaipur,Store B,Store,Electronics,Smartphone,1,30471.53,10,3047.15,27424.38,23410.64,4013.73,Cash,Returning,SP-006
ORD-09200,2025-04-26,CUST-01724,East,Patna,Store C,Store,Electronics,Tablet,1,34568.32,20,6913.66,27654.66,17840.07,9814.59,Cash,Returning,SP-002
ORD-02464,2025-04-26,CUST-00357,South,Chennai,Store E,Store,Electronics,Headphones,3,3347.93,10,1004.38,9039.41,7158.52,1880.89,Net Banking,New,SP-007
ORD-09929,2025-04-26,CUST-01222,North,Chandigarh,Store B,Online,Clothing,Shoes,1,3425.31,5,171.27,3254.04,2567.94,686.1,Credit Card,New,SP-014
ORD-04053,2025-04-26,CUST-01597,West,Pune,Store D,Online,Grocery,Beverages,1,139.97,0,0.0,139.97,90.99,48.98,Debit Card,Loyal,SP-004
ORD-03396,2025-04-26,CUST-02488,Central,Nagpur,Store D,Store,Clothing,Shoes,1,3312.7,0,0.0,3312.7,2504.88,807.82,Net Banking,New,SP-021
ORD-06103,2025-04-27,CUST-02410,Central,Bhopal,Store B,Store,Furniture,Bed,1,18257.25,15,2738.59,15518.66,13270.68,2247.98,UPI,Returning,SP-014
ORD-06901,2025-04-27,CUST-01715,East,Ranchi,Store C,Store,Home Appliances,Air Conditioner,3,68021.96,5,10203.29,193862.59,137001.13,56861.46,UPI,New,SP-027
ORD-02499,2025-04-27,CUST-00401,South,Bengaluru,Store C,Store,Electronics,Laptop,2,45262.98,20,18105.19,72420.77,62894.01,9526.76,Credit Card,New,SP-006
ORD-03330,2025-04-27,CUST-02147,West,Mumbai,Store F,Store,Furniture,Sofa,1,42208.3,15,6331.24,35877.06,28169.25,7707.81,Net Banking,New,SP-026
ORD-08030,2025-04-27,CUST-00671,East,Patna,Store C,Store,Electronics,Headphones,3,2940.74,20,1764.44,7057.78,5660.55,1397.23,UPI,Returning,SP-006
ORD-06425,2025-04-27,CUST-01097,South,Bengaluru,Store D,Store,Grocery,Cooking Oil,1,633.56,15,95.03,538.53,372.62,165.91,Net Banking,Loyal,SP-017
ORD-08078,2025-04-27,CUST-01424,East,Bhubaneswar,Store A,Store,Furniture,Bed,1,25249.84,5,1262.49,23987.35,16234.13,7753.22,Debit Card,Loyal,SP-019
ORD-03086,2025-04-27,CUST-00971,East,Ranchi,Store A,Online,Grocery,Beverages,3,116.83,10,35.05,315.44,228.88,86.56,Credit Card,New,SP-015
ORD-00440,2025-04-27,CUST-00278,East,Kolkata,Store F,Store,Electronics,Smartphone,1,26994.02,0,0.0,26994.02,21604.87,5389.15,Cash,Returning,SP-012
ORD-02150,2025-04-27,CUST-02174,East,Bhubaneswar,Store C,Store,Home Appliances,Refrigerator,1,40788.19,20,8157.64,32630.55,21356.62,11273.93,UPI,New,SP-021
ORD-02888,2025-04-27,CUST-00023,North,Chandigarh,Store F,Store,Home Appliances,Air Conditioner,1,39568.64,15,5935.3,33633.34,21807.78,11825.57,Debit Card,Loyal,SP-013
ORD-06331,2025-04-27,CUST-01016,South,Bengaluru,Store C,Store,Home Appliances,Microwave,2,8514.34,0,0.0,17028.68,12741.93,4286.75,Credit Card,New,SP-014
ORD-07774,2025-04-27,CUST-02160,Central,Nagpur,Store F,Online,Furniture,Bed,1,22027.91,0,0.0,22027.91,14485.11,7542.8,Credit Card,Loyal,SP-019
ORD-08332,2025-04-27,CUST-00178,Central,Raipur,Store E,Store,Furniture,Sofa,2,34363.93,15,10309.18,58418.68,49634.66,8784.02,Net Banking,Loyal,SP-016
ORD-09699,2025-04-27,CUST-00411,North,Lucknow,Store F,Online,Grocery,Cooking Oil,3,420.34,0,0.0,1261.02,1069.28,191.74,UPI,Loyal,SP-024
ORD-06918,2025-04-27,CUST-00204,South,Kochi,Store C,Store,Grocery,Snacks,2,120.31,10,24.06,216.56,162.81,53.75,UPI,Returning,SP-013
ORD-01462,2025-04-27,CUST-00375,North,Delhi,Store C,Online,Clothing,Jacket,2,2846.73,15,854.02,4839.44,3672.3,1167.14,UPI,Returning,SP-019
ORD-02130,2025-04-27,CUST-00540,North,Chandigarh,Store E,Online,Electronics,Laptop,1,70825.93,10,7082.59,63743.34,43274.44,20468.89,Debit Card,Returning,SP-024
ORD-07463,2025-04-27,CUST-00136,South,Chennai,Store B,Store,Home Appliances,Refrigerator,2,38077.32,15,11423.2,64731.44,50448.08,14283.37,UPI,New,SP-012
ORD-01173,2025-04-27,CUST-02405,West,Mumbai,Store D,Store,Furniture,Bookshelf,1,4660.61,15,699.09,3961.52,2779.21,1182.31,Credit Card,Returning,SP-004
ORD-02408,2025-04-27,CUST-01847,West,Mumbai,Store C,Store,Clothing,Jeans,2,2510.4,15,753.12,4267.68,2851.59,1416.09,UPI,Returning,SP-020
ORD-02754,2025-04-27,CUST-02170,South,Hyderabad,Store A,Store,Grocery,Rice,1,1064.74,10,106.47,958.27,711.2,247.06,Credit Card,Returning,SP-028
ORD-01788,2025-04-27,CUST-00402,East,Patna,Store C,Online,Clothing,Dress,1,3793.0,10,379.3,3413.7,2390.42,1023.28,Credit Card,New,SP-006
ORD-01922,2025-04-27,CUST-00607,West,Pune,Store C,Store,Furniture,Study Table,1,10120.86,25,2530.22,7590.64,4881.59,2709.06,Debit Card,New,SP-020
ORD-01350,2025-04-27,CUST-00164,South,Bengaluru,Store D,Store,Home Appliances,Air Conditioner,2,31865.31,15,9559.59,54171.03,36748.3,17422.73,Credit Card,Returning,SP-030
ORD-04030,2025-04-27,CUST-00336,North,Chandigarh,Store B,Store,Clothing,Shoes,1,6691.94,25,1672.98,5018.96,3395.2,1623.76,Credit Card,New,SP-012
ORD-04632,2025-04-27,CUST-01899,East,Patna,Store C,Online,Furniture,Bookshelf,1,11497.76,5,574.89,10922.87,8730.85,2192.03,Cash,Returning,SP-002
ORD-00654,2025-04-27,CUST-00561,South,Hyderabad,Store D,Store,Home Appliances,Air Conditioner,1,49932.99,15,7489.95,42443.04,35323.09,7119.95,Credit Card,Returning,SP-026
ORD-03485,2025-04-27,CUST-01335,South,Chennai,Store B,Online,Home Appliances,Vacuum Cleaner,1,13238.26,15,1985.74,11252.52,9798.7,1453.82,Cash,Returning,SP-020
ORD-05962,2025-04-27,CUST-02236,East,Bhubaneswar,Store C,Store,Grocery,Rice,1,1751.18,5,87.56,1663.62,1195.75,467.87,Net Banking,Returning,SP-015
ORD-07948,2025-04-27,CUST-01315,Central,Raipur,Store D,Online,Electronics,Tablet,3,28942.3,5,4341.34,82485.55,63777.35,18708.21,Credit Card,Returning,SP-010
ORD-05278,2025-04-28,CUST-01192,Central,Raipur,Store D,Online,Electronics,Smartphone,1,40622.21,20,8124.44,32497.77,20587.54,11910.23,Net Banking,Returning,SP-027
ORD-02330,2025-04-28,CUST-00071,North,Chandigarh,Store F,Store,Clothing,T-Shirt,1,1210.13,10,121.01,1089.12,778.28,310.84,Net Banking,New,SP-012
ORD-06990,2025-04-28,CUST-01482,East,Bhubaneswar,Store D,Store,Grocery,Tea,1,343.05,15,51.46,291.59,206.68,84.91,Credit Card,Returning,SP-021
ORD-06978,2025-04-28,CUST-01819,North,Delhi,Store F,Store,Electronics,Laptop,1,72828.1,0,0.0,72828.1,61801.14,11026.96,Credit Card,Returning,SP-024
ORD-07552,2025-04-28,CUST-01125,North,Lucknow,Store F,Online,Home Appliances,Refrigerator,2,54619.38,0,0.0,109238.76,72891.93,36346.83,Net Banking,New,SP-014
ORD-03323,2025-04-28,CUST-01437,Central,Raipur,Store E,Store,Home Appliances,Refrigerator,5,61970.31,10,30985.16,278866.4,184571.14,94295.26,UPI,Returning,SP-005
ORD-00972,2025-04-28,CUST-01168,East,Ranchi,Store E,Online,Furniture,Bookshelf,2,5078.21,0,0.0,10156.42,6921.46,3234.96,Debit Card,New,SP-008
ORD-08699,2025-04-28,CUST-02171,West,Surat,Store A,Online,Electronics,Smartwatch,1,3536.61,15,530.49,3006.12,2533.46,472.66,Net Banking,Loyal,SP-011
ORD-06228,2025-04-28,CUST-01445,East,Kolkata,Store C,Online,Clothing,Jacket,2,3524.13,5,352.41,6695.85,4670.71,2025.13,Net Banking,Returning,SP-010
ORD-01208,2025-04-28,CUST-02177,East,Patna,Store E,Store,Clothing,Dress,1,3538.07,15,530.71,3007.36,1878.91,1128.45,Cash,New,SP-029
ORD-04915,2025-04-28,CUST-01218,West,Mumbai,Store F,Online,Electronics,Smartphone,1,26645.57,10,2664.56,23981.01,18236.09,5744.92,Credit Card,New,SP-008
ORD-02199,2025-04-28,CUST-00408,West,Pune,Store C,Online,Electronics,Headphones,2,5903.31,10,1180.66,10625.96,7449.42,3176.54,Credit Card,New,SP-029
ORD-04275,2025-04-28,CUST-01891,East,Bhubaneswar,Store B,Online,Home Appliances,Refrigerator,1,45893.9,0,0.0,45893.9,34857.6,11036.3,Debit Card,Loyal,SP-003
ORD-02797,2025-04-28,CUST-00408,East,Kolkata,Store A,Store,Electronics,Headphones,2,4180.26,10,836.05,7524.47,5932.74,1591.72,UPI,Returning,SP-006
ORD-00770,2025-04-28,CUST-02180,North,Lucknow,Store B,Store,Electronics,Laptop,1,46712.73,5,2335.64,44377.09,38935.83,5441.26,Net Banking,Returning,SP-011
ORD-05969,2025-04-28,CUST-01606,North,Delhi,Store C,Store,Electronics,Tablet,1,22964.85,15,3444.73,19520.12,15313.88,4206.24,Credit Card,New,SP-029
ORD-00983,2025-04-28,CUST-01726,North,Chandigarh,Store E,Online,Home Appliances,Vacuum Cleaner,1,6635.01,5,331.75,6303.26,4460.45,1842.8,Debit Card,Loyal,SP-006
ORD-08787,2025-04-28,CUST-01478,East,Ranchi,Store D,Store,Home Appliances,Vacuum Cleaner,3,13292.83,15,5981.77,33896.72,28104.02,5792.69,Debit Card,New,SP-009
ORD-01096,2025-04-28,CUST-00387,East,Bhubaneswar,Store D,Store,Home Appliances,Vacuum Cleaner,2,14696.69,0,0.0,29393.38,20483.21,8910.17,Cash,Returning,SP-027
ORD-01975,2025-04-28,CUST-00322,South,Bengaluru,Store F,Online,Clothing,Shoes,1,5139.92,25,1284.98,3854.94,3039.26,815.68,Cash,New,SP-017
ORD-04586,2025-04-28,CUST-01092,Central,Bhopal,Store E,Online,Clothing,Shoes,1,4448.23,20,889.65,3558.58,2814.92,743.67,Cash,Returning,SP-011
ORD-04543,2025-04-28,CUST-00169,Central,Nagpur,Store F,Store,Clothing,Jeans,5,2727.1,20,2727.1,10908.4,8423.89,2484.51,UPI,Returning,SP-007
ORD-09301,2025-04-28,CUST-02481,South,Kochi,Store D,Store,Clothing,Jeans,3,1945.7,15,875.56,4961.54,4150.85,810.68,Credit Card,Returning,SP-029
ORD-03785,2025-04-28,CUST-01984,West,Ahmedabad,Store D,Online,Electronics,Headphones,1,4586.23,0,0.0,4586.23,3670.77,915.46,Debit Card,Returning,SP-017
ORD-09141,2025-04-28,CUST-00907,East,Ranchi,Store D,Store,Clothing,T-Shirt,1,1427.88,0,0.0,1427.88,906.93,520.95,Net Banking,Returning,SP-003
ORD-08965,2025-04-28,CUST-00018,South,Bengaluru,Store B,Store,Grocery,Rice,1,883.15,15,132.47,750.68,626.08,124.6,Debit Card,Returning,SP-008
ORD-06093,2025-04-28,CUST-00816,West,Surat,Store E,Store,Home Appliances,Vacuum Cleaner,2,5219.68,5,521.97,9917.39,8128.73,1788.66,Credit Card,New,SP-024
ORD-03375,2025-04-28,CUST-00334,West,Pune,Store E,Store,Grocery,Tea,2,297.38,0,0.0,594.76,380.98,213.78,UPI,Returning,SP-011
ORD-08974,2025-04-28,CUST-00510,South,Hyderabad,Store C,Online,Electronics,Laptop,1,82651.85,10,8265.18,74386.67,60327.08,14059.59,Debit Card,New,SP-011
ORD-02772,2025-04-28,CUST-01076,West,Ahmedabad,Store C,Store,Home Appliances,Air Conditioner,2,40782.78,10,8156.56,73409.0,54816.72,18592.29,Credit Card,Returning,SP-006
ORD-02660,2025-04-28,CUST-01956,Central,Nagpur,Store C,Store,Home Appliances,Washing Machine,2,48446.06,10,9689.21,87202.91,55677.59,31525.32,UPI,Loyal,SP-024
ORD-03631,2025-04-28,CUST-02225,North,Jaipur,Store C,Store,Clothing,Dress,4,3029.49,15,1817.69,10300.27,7944.89,2355.37,UPI,Returning,SP-003
ORD-05613,2025-04-28,CUST-02082,East,Patna,Store B,Store,Clothing,Shoes,1,5257.49,20,1051.5,4205.99,3217.47,988.52,Credit Card,New,SP-013
ORD-00452,2025-04-28,CUST-00012,South,Hyderabad,Store A,Store,Grocery,Rice,4,1362.5,20,1090.0,4360.0,3641.23,718.77,Credit Card,Returning,SP-017
ORD-05972,2025-04-28,CUST-00800,South,Bengaluru,Store E,Store,Home Appliances,Microwave,1,10106.92,25,2526.73,7580.19,6195.65,1384.54,Cash,Loyal,SP-027
ORD-04646,2025-04-28,CUST-01922,South,Chennai,Store A,Store,Electronics,Smartwatch,1,4591.25,15,688.69,3902.56,2517.9,1384.66,UPI,New,SP-019
ORD-02058,2025-04-29,CUST-02110,West,Mumbai,Store F,Store,Home Appliances,Air Conditioner,2,67741.36,20,27096.54,108386.18,78993.2,29392.98,Debit Card,New,SP-029
ORD-00906,2025-04-29,CUST-00846,Central,Nagpur,Store E,Store,Furniture,Study Table,2,15515.82,20,6206.33,24825.31,20643.21,4182.1,Net Banking,Returning,SP-028
ORD-00722,2025-04-29,CUST-01382,East,Kolkata,Store E,Store,Clothing,Dress,1,3485.84,5,174.29,3311.55,2591.12,720.43,UPI,New,SP-019
ORD-07095,2025-04-29,CUST-00659,East,Kolkata,Store C,Store,Clothing,Shoes,2,6850.05,5,685.0,13015.1,8149.77,4865.33,Debit Card,Returning,SP-016
ORD-02585,2025-04-29,CUST-00610,Central,Nagpur,Store B,Store,Furniture,Bookshelf,1,11372.45,15,1705.87,9666.58,6204.62,3461.96,Net Banking,New,SP-017
ORD-08842,2025-04-29,CUST-02309,Central,Nagpur,Store A,Online,Electronics,Tablet,2,24231.36,15,7269.41,41193.31,29165.83,12027.49,Debit Card,New,SP-029
ORD-07676,2025-04-29,CUST-01242,West,Pune,Store D,Store,Clothing,Dress,4,916.26,25,916.26,2748.78,1915.94,832.84,Debit Card,Returning,SP-019
ORD-07102,2025-04-29,CUST-01386,North,Chandigarh,Store E,Store,Furniture,Sofa,1,30178.25,10,3017.82,27160.42,19866.58,7293.85,Net Banking,Returning,SP-002
ORD-01296,2025-04-29,CUST-01064,South,Chennai,Store A,Store,Electronics,Smartwatch,3,9828.02,10,2948.41,26535.65,18349.12,8186.53,UPI,Loyal,SP-015
ORD-05237,2025-04-29,CUST-01318,East,Patna,Store E,Store,Electronics,Tablet,4,25091.13,10,10036.45,90328.07,73817.0,16511.07,UPI,Returning,SP-005
ORD-06832,2025-04-29,CUST-01161,West,Ahmedabad,Store D,Online,Grocery,Beverages,1,359.86,10,35.99,323.87,258.67,65.2,Cash,Loyal,SP-016
ORD-04970,2025-04-29,CUST-01484,North,Jaipur,Store C,Online,Electronics,Headphones,3,7505.53,5,1125.83,21390.76,14457.13,6933.64,Debit Card,Loyal,SP-021
ORD-01884,2025-04-29,CUST-01018,South,Hyderabad,Store E,Store,Home Appliances,Air Conditioner,1,30596.35,10,3059.64,27536.71,21301.52,6235.2,Net Banking,New,SP-014
ORD-03669,2025-04-29,CUST-02219,West,Surat,Store A,Online,Electronics,Headphones,1,4956.01,0,0.0,4956.01,4152.34,803.67,Debit Card,New,SP-014
ORD-03870,2025-04-29,CUST-01722,East,Ranchi,Store E,Online,Home Appliances,Vacuum Cleaner,1,6052.75,5,302.64,5750.11,4671.77,1078.34,Cash,Loyal,SP-010
ORD-02620,2025-04-29,CUST-01347,West,Mumbai,Store B,Store,Home Appliances,Refrigerator,1,46281.94,25,11570.48,34711.46,23359.33,11352.13,Net Banking,New,SP-024
ORD-04961,2025-04-29,CUST-01322,West,Pune,Store D,Store,Grocery,Snacks,1,488.39,10,48.84,439.55,282.56,156.99,Debit Card,Loyal,SP-009
ORD-03817,2025-04-29,CUST-00995,South,Chennai,Store B,Store,Electronics,Headphones,2,4890.81,15,1467.24,8314.38,6962.9,1351.48,Debit Card,Loyal,SP-028
ORD-06137,2025-04-29,CUST-00281,South,Bengaluru,Store D,Store,Grocery,Tea,4,595.24,5,119.05,2261.91,1672.08,589.83,Credit Card,Returning,SP-021
ORD-02012,2025-04-29,CUST-00009,South,Chennai,Store A,Store,Grocery,Tea,1,139.92,15,20.99,118.93,97.34,21.59,Credit Card,Returning,SP-024
ORD-02235,2025-04-29,CUST-00305,East,Ranchi,Store C,Online,Home Appliances,Refrigerator,1,35987.29,10,3598.73,32388.56,28103.84,4284.73,Cash,Returning,SP-006
ORD-09050,2025-04-29,CUST-00064,Central,Raipur,Store D,Store,Furniture,Bed,2,46298.29,0,0.0,92596.58,79573.87,13022.71,Debit Card,Loyal,SP-009
ORD-02727,2025-04-29,CUST-01243,West,Ahmedabad,Store D,Online,Electronics,Tablet,1,26769.06,0,0.0,26769.06,22392.43,4376.63,Credit Card,Returning,SP-016
ORD-00433,2025-04-30,CUST-00474,West,Mumbai,Store C,Online,Furniture,Bed,1,19173.86,0,0.0,19173.86,13620.44,5553.42,Debit Card,Returning,SP-023
ORD-01582,2025-04-30,CUST-02234,South,Bengaluru,Store C,Online,Furniture,Study Table,3,6804.18,10,2041.25,18371.29,13682.13,4689.15,Net Banking,Loyal,SP-027
ORD-08589,2025-04-30,CUST-02473,North,Lucknow,Store B,Online,Furniture,Office Chair,1,8845.25,20,1769.05,7076.2,5871.41,1204.79,Credit Card,Returning,SP-013
ORD-01704,2025-04-30,CUST-01915,Central,Bhopal,Store E,Online,Home Appliances,Refrigerator,2,39546.7,15,11864.01,67229.39,50218.75,17010.64,Cash,New,SP-004
ORD-03628,2025-04-30,CUST-02328,West,Surat,Store F,Store,Clothing,Jacket,1,1905.59,5,95.28,1810.31,1279.22,531.09,Cash,Loyal,SP-010
ORD-02843,2025-04-30,CUST-00399,South,Chennai,Store B,Online,Electronics,Tablet,2,22593.28,0,0.0,45186.56,31531.72,13654.84,Debit Card,New,SP-019
ORD-08172,2025-04-30,CUST-00424,Central,Bhopal,Store F,Online,Home Appliances,Microwave,1,15749.1,0,0.0,15749.1,12038.5,3710.6,Net Banking,New,SP-003
ORD-03134,2025-04-30,CUST-00785,East,Bhubaneswar,Store A,Store,Clothing,Jacket,1,2809.57,0,0.0,2809.57,2158.12,651.45,UPI,New,SP-019
ORD-01272,2025-04-30,CUST-01672,South,Hyderabad,Store F,Store,Electronics,Headphones,1,4383.73,20,876.75,3506.98,2692.29,814.7,UPI,New,SP-013
ORD-03158,2025-04-30,CUST-00186,North,Lucknow,Store E,Store,Grocery,Rice,2,1662.08,20,664.83,2659.33,1956.67,702.66,Debit Card,Returning,SP-012
ORD-02518,2025-04-30,CUST-01121,Central,Nagpur,Store A,Online,Clothing,Jacket,2,1597.66,20,639.06,2556.26,2143.02,413.23,Net Banking,Returning,SP-027
ORD-09315,2025-04-30,CUST-00236,West,Mumbai,Store D,Store,Clothing,Shoes,3,5808.47,10,1742.54,15682.87,9898.7,5784.17,Net Banking,Loyal,SP-013
ORD-07522,2025-04-30,CUST-00747,North,Jaipur,Store B,Store,Grocery,Rice,1,896.97,5,44.85,852.12,690.1,162.02,UPI,Loyal,SP-003
ORD-05094,2025-04-30,CUST-00426,West,Pune,Store C,Store,Furniture,Bed,1,40003.42,10,4000.34,36003.08,29168.76,6834.32,Debit Card,Returning,SP-003
ORD-04639,2025-04-30,CUST-01286,South,Kochi,Store B,Store,Electronics,Smartwatch,1,11207.59,15,1681.14,9526.45,7351.16,2175.29,Net Banking,New,SP-004
ORD-04800,2025-04-30,CUST-01196,Central,Indore,Store B,Online,Electronics,Laptop,1,49176.86,10,4917.69,44259.17,32898.31,11360.86,Debit Card,Returning,SP-001
ORD-01311,2025-04-30,CUST-00596,North,Chandigarh,Store C,Store,Home Appliances,Refrigerator,1,34557.71,15,5183.66,29374.05,22020.74,7353.31,Debit Card,New,SP-013
ORD-08381,2025-04-30,CUST-01758,South,Hyderabad,Store C,Store,Electronics,Smartwatch,2,5659.57,0,0.0,11319.14,8450.49,2868.65,Debit Card,Returning,SP-017
ORD-07174,2025-04-30,CUST-00870,East,Kolkata,Store D,Store,Electronics,Tablet,2,20705.48,0,0.0,41410.96,26810.18,14600.78,Net Banking,Returning,SP-015
ORD-00279,2025-04-30,CUST-00828,West,Ahmedabad,Store B,Store,Electronics,Laptop,1,85622.81,5,4281.14,81341.67,62079.41,19262.26,Credit Card,New,SP-012
ORD-06905,2025-04-30,CUST-01802,North,Chandigarh,Store E,Online,Furniture,Office Chair,2,3879.12,5,387.91,7370.33,5636.38,1733.94,Debit Card,New,SP-003
ORD-01998,2025-04-30,CUST-00817,Central,Nagpur,Store C,Store,Furniture,Bed,1,53299.86,5,2664.99,50634.87,43671.63,6963.23,Cash,Returning,SP-025
ORD-03717,2025-04-30,CUST-00068,East,Bhubaneswar,Store E,Store,Clothing,Shoes,2,2388.41,15,716.52,4060.3,3395.49,664.81,Cash,Returning,SP-009
ORD-07761,2025-04-30,CUST-01206,Central,Indore,Store C,Online,Furniture,Bookshelf,4,12760.78,15,7656.47,43386.65,32064.32,11322.33,UPI,New,SP-007
ORD-07008,2025-05-01,CUST-01399,South,Chennai,Store F,Store,Grocery,Tea,2,688.94,15,206.68,1171.2,887.54,283.65,Credit Card,Loyal,SP-011
ORD-02317,2025-05-01,CUST-01899,West,Mumbai,Store E,Store,Furniture,Study Table,1,12687.85,10,1268.79,11419.06,9663.36,1755.71,Credit Card,Returning,SP-023
ORD-01992,2025-05-01,CUST-00909,West,Surat,Store E,Store,Furniture,Study Table,2,8142.53,15,2442.76,13842.3,9637.84,4204.46,UPI,New,SP-012
ORD-08950,2025-05-01,CUST-01268,West,Pune,Store D,Store,Furniture,Bed,2,22242.56,20,8897.02,35588.1,30206.58,5381.51,UPI,Loyal,SP-029
ORD-03697,2025-05-01,CUST-00923,North,Jaipur,Store D,Store,Electronics,Headphones,1,5963.87,20,1192.77,4771.1,3695.81,1075.29,UPI,Returning,SP-008
ORD-02699,2025-05-01,CUST-00899,South,Hyderabad,Store B,Online,Home Appliances,Refrigerator,2,36489.51,25,18244.76,54734.26,34403.58,20330.68,Cash,Loyal,SP-007
ORD-09355,2025-05-01,CUST-00182,South,Kochi,Store F,Online,Home Appliances,Washing Machine,1,27986.17,0,0.0,27986.17,21469.09,6517.08,Net Banking,Loyal,SP-006
ORD-08724,2025-05-01,CUST-00017,Central,Nagpur,Store C,Online,Grocery,Tea,1,153.59,25,38.4,115.19,71.46,43.74,Debit Card,Loyal,SP-014
ORD-08392,2025-05-01,CUST-00129,West,Surat,Store C,Store,Grocery,Beverages,2,231.72,0,0.0,463.44,372.03,91.41,Cash,New,SP-020
ORD-02336,2025-05-01,CUST-02227,East,Bhubaneswar,Store B,Store,Electronics,Tablet,1,22402.99,5,1120.15,21282.84,14827.11,6455.73,UPI,Returning,SP-029
ORD-07379,2025-05-01,CUST-01038,East,Patna,Store E,Store,Electronics,Headphones,5,7378.99,10,3689.5,33205.45,23340.42,9865.03,Credit Card,New,SP-009
ORD-08499,2025-05-01,CUST-02324,North,Chandigarh,Store F,Store,Clothing,Jeans,1,2445.22,15,366.78,2078.44,1670.75,407.69,Net Banking,Returning,SP-014
ORD-09106,2025-05-01,CUST-02432,West,Mumbai,Store D,Online,Electronics,Smartphone,4,30382.23,15,18229.34,103299.58,81154.66,22144.92,Debit Card,Returning,SP-012
ORD-05571,2025-05-01,CUST-00951,North,Chandigarh,Store D,Online,Electronics,Smartphone,3,22448.33,5,3367.25,63977.74,52786.38,11191.36,Debit Card,New,SP-013
ORD-03132,2025-05-01,CUST-00758,Central,Bhopal,Store A,Store,Grocery,Tea,1,308.12,10,30.81,277.31,223.26,54.05,UPI,New,SP-004
ORD-00863,2025-05-01,CUST-02346,North,Jaipur,Store E,Store,Clothing,Jeans,2,1809.97,10,361.99,3257.95,2072.5,1185.44,Debit Card,Returning,SP-010
ORD-04492,2025-05-01,CUST-01687,East,Kolkata,Store A,Store,Home Appliances,Refrigerator,2,55774.28,25,27887.14,83661.42,63745.44,19915.98,Cash,Returning,SP-030
ORD-07118,2025-05-01,CUST-00574,East,Patna,Store A,Store,Clothing,Jacket,1,1679.55,10,167.96,1511.6,1139.59,372.0,Credit Card,Returning,SP-027
ORD-08634,2025-05-01,CUST-00414,South,Hyderabad,Store E,Online,Furniture,Sofa,2,51107.72,5,5110.77,97104.67,83117.73,13986.94,Credit Card,Loyal,SP-029
ORD-00177,2025-05-01,CUST-00253,East,Ranchi,Store F,Store,Electronics,Smartphone,2,27651.15,10,5530.23,49772.07,37984.03,11788.04,Net Banking,Loyal,SP-006
ORD-02207,2025-05-01,CUST-02500,North,Delhi,Store C,Store,Electronics,Smartwatch,1,6238.1,10,623.81,5614.29,4594.39,1019.9,Debit Card,Loyal,SP-006
ORD-04698,2025-05-02,CUST-02152,West,Ahmedabad,Store F,Store,Clothing,T-Shirt,1,1788.89,10,178.89,1610.0,1015.51,594.5,Net Banking,Returning,SP-030
